musteri_id,isim,cinsiyet,yas,sehir,harcama_miktari,tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis
3863,Mezide,Erkek,65,Ankara,3944.65,2024-02-13,P004,Mouse,Kozmetik,232.3,1,232.3
3863,Mezide,Erkek,65,Ankara,3944.65,2023-04-17,P014,Çanta,Kozmetik,599.47,11,6594.17
3863,Mezide,Erkek,65,Ankara,3944.65,2024-09-21,P092,Bilgisayar,Kozmetik,981.63,5,4908.15
3863,Mezide,Erkek,65,Ankara,3944.65,2023-11-30,P039,Kulaklık,Kırtasiye,66.83,18,1202.94
2832,Ayten,Erkek,45,Bursa,368.36,2023-05-28,P099,Defter,Kozmetik,1020.46,13,13265.98
2832,Ayten,Erkek,45,Bursa,368.36,2024-10-13,P089,Kulaklık,Elektronik,147.53,4,590.12
4346,Fügen,Erkek,60,Ankara,4358.38,2024-09-11,P100,Telefon,Giyim,159.34,6,956.04
1100,Ulutay,Erkek,53,Antalya,837.24,2024-07-15,P041,Kulaklık,Giyim,1320.94,11,14530.34
3170,Hatem,Erkek,36,Antalya,2794.25,2023-06-28,P026,Mouse,Elektronik,831.33,6,4987.9800000000005
4379,Üzer,Kadın,53,Konya,2096.96,2024-09-26,P069,Fırın,Kırtasiye,689.31,10,6893.099999999999
4379,Üzer,Kadın,53,Konya,2096.96,2023-01-12,P005,Fırın,Ev Aletleri,733.01,9,6597.09
4379,Üzer,Kadın,53,Konya,2096.96,2024-07-12,P072,Kulaklık,Kırtasiye,230.67,9,2076.03
1091,Nürice,Erkek,18,Bursa,3998.84,2024-03-17,P001,Çanta,Kozmetik,1468.31,3,4404.93
4378,Nazlihan,Kadın,65,Konya,794.88,2023-10-30,P031,Kulaklık,Giyim,419.75,2,839.5
9068,Mucahit,Erkek,38,Gaziantep,3708.46,2023-02-14,P078,Su Şişesi,Elektronik,980.67,16,15690.72
9068,Mucahit,Erkek,38,Gaziantep,3708.46,2022-12-02,P099,Su Şişesi,Elektronik,942.85,16,15085.6
8225,Selatin,Erkek,22,Antalya,2670.63,2023-03-06,P041,Çanta,Mutfak Ürünleri,114.06,1,114.06
6731,Dündaralp,Erkek,66,Ankara,1223.63,2024-04-03,P051,Su Şişesi,Kozmetik,548.52,5,2742.6
6278,Hasbek,Erkek,62,İzmir,3807.34,2023-04-11,P002,Klima,Ev Aletleri,1347.15,6,8082.900000000001
6278,Hasbek,Erkek,62,İzmir,3807.34,2024-04-14,P023,Klima,Ev Aletleri,1099.18,9,9892.62
6278,Hasbek,Erkek,62,İzmir,3807.34,2023-10-11,P077,Çanta,Ev Aletleri,470.86,10,4708.6
8239,Mücevher,Kadın,42,Ankara,4453.76,2024-07-21,P080,Klima,Mutfak Ürünleri,1083.59,6,6501.539999999999
3140,Kader,Kadın,20,Konya,3744.79,2024-03-31,P096,Çanta,Giyim,610.02,7,4270.139999999999
3140,Kader,Kadın,20,Konya,3744.79,2024-03-17,P024,Telefon,Mutfak Ürünleri,1182.58,8,9460.64
6290,Yasemen,Kadın,43,İstanbul,2107.18,2024-10-24,P008,Çanta,Elektronik,533.47,10,5334.700000000001
6290,Yasemen,Kadın,43,İstanbul,2107.18,2023-07-28,P081,Telefon,Kırtasiye,92.55,12,1110.6
6290,Yasemen,Kadın,43,İstanbul,2107.18,2024-03-21,P074,Mouse,Giyim,963.44,5,4817.200000000001
2320,Atnan,Kadın,37,İzmir,2993.52,2022-12-01,P002,Fırın,Giyim,611.21,4,2444.84
2320,Atnan,Kadın,37,İzmir,2993.52,2024-02-02,P039,Kalem,Ev Aletleri,1216.2,14,17026.8
2320,Atnan,Kadın,37,İzmir,2993.52,2024-07-22,P079,Su Şişesi,Giyim,1470.92,7,10296.44
6400,Yetişal,Kadın,24,Konya,850.81,2024-07-12,P073,Su Şişesi,Mutfak Ürünleri,1380.49,7,9663.43
6400,Yetişal,Kadın,24,Konya,850.81,2023-07-01,P067,Kalem,Giyim,1262.17,3,3786.51
6400,Yetişal,Kadın,24,Konya,850.81,2024-09-19,P046,Kulaklık,Ev Aletleri,867.14,10,8671.4
1387,Sonad,Erkek,54,Adana,3797.57,2024-10-24,P093,Çanta,Giyim,1482.66,8,11861.28
1387,Sonad,Erkek,54,Adana,3797.57,2023-12-11,P010,Telefon,Kırtasiye,615.85,15,9237.75
2609,Hunalp,Erkek,41,Adana,487.52,2024-02-19,P062,Çanta,Kırtasiye,1135.53,2,2271.06
5602,Tülin,Kadın,56,Adana,643.7,2024-08-10,P017,Fırın,Kırtasiye,347.61,18,6256.9800000000005
5602,Tülin,Kadın,56,Adana,643.7,2024-04-22,P018,Klima,Elektronik,901.32,11,9914.52
5602,Tülin,Kadın,56,Adana,643.7,2024-08-11,P007,Kalem,Elektronik,115.74,18,2083.32
8183,Möhsim,Kadın,51,Antalya,3790.69,2023-12-20,P030,Kalem,Elektronik,791.18,18,14241.24
3999,Türkmen,Kadın,31,Konya,4735.56,2023-07-03,P037,Kalem,Kozmetik,584.47,7,4091.29
3999,Türkmen,Kadın,31,Konya,4735.56,2023-06-11,P020,Klima,Kırtasiye,876.24,4,3504.96
3999,Türkmen,Kadın,31,Konya,4735.56,2023-08-31,P070,Telefon,Kırtasiye,167.01,14,2338.14
1304,Bedri,Erkek,21,Bursa,2820.75,2023-08-11,P096,Mouse,Ev Aletleri,377.77,18,6799.86
1304,Bedri,Erkek,21,Bursa,2820.75,2023-10-04,P066,Fırın,Kırtasiye,1429.77,9,12867.93
1304,Bedri,Erkek,21,Bursa,2820.75,2023-07-18,P063,Mouse,Giyim,30.33,6,181.98
5363,Kocabaş,Erkek,26,Gaziantep,4578.51,2024-07-18,P053,Defter,Kozmetik,1373.41,7,9613.87
7133,Nazlihan,Erkek,27,Konya,4791.1,2024-01-12,P007,Kulaklık,Elektronik,1217.07,15,18256.05
1721,Tayyibe,Kadın,39,İzmir,2355.28,2022-11-13,P067,Kulaklık,Giyim,225.38,8,1803.04
1721,Tayyibe,Kadın,39,İzmir,2355.28,2023-01-10,P076,Mouse,Kozmetik,1227.91,10,12279.1
2424,İlklima,Kadın,40,İstanbul,3324.39,2024-08-28,P001,Kalem,Kırtasiye,882.2,12,10586.4
2424,İlklima,Kadın,40,İstanbul,3324.39,2024-05-27,P073,Fırın,Elektronik,449.8,17,7646.6
8089,Artan,Erkek,42,Adana,2307.17,2023-05-11,P098,Bilgisayar,Elektronik,321.09,8,2568.72
1957,Ayşeana,Erkek,45,Adana,890.72,2023-11-01,P031,Bilgisayar,Giyim,1347.62,19,25604.78
1957,Ayşeana,Erkek,45,Adana,890.72,2024-04-08,P037,Defter,Mutfak Ürünleri,1227.91,4,4911.64
5504,Toktuğ,Erkek,61,Adana,3249.57,2024-07-26,P010,Çanta,Kırtasiye,749.39,8,5995.12
5504,Toktuğ,Erkek,61,Adana,3249.57,2024-03-28,P060,Defter,Kırtasiye,504.24,4,2016.96
4973,İrfan,Kadın,65,Bursa,4198.42,2023-06-14,P006,Klima,Giyim,1289.4,1,1289.4
4973,İrfan,Kadın,65,Bursa,4198.42,2023-10-25,P029,Bilgisayar,Ev Aletleri,398.43,9,3585.87
7354,Hasret,Erkek,34,Konya,1566.99,2024-06-08,P073,Çanta,Kırtasiye,1355.56,14,18977.84
1258,Zeynelabidin,Erkek,55,Antalya,3247.64,2024-07-28,P086,Defter,Giyim,589.48,12,7073.76
5429,Kandef,Erkek,41,Antalya,2234.19,2024-01-13,P030,Telefon,Ev Aletleri,927.92,2,1855.84
7200,Alsoy,Erkek,59,Konya,3290.95,2022-12-14,P046,Su Şişesi,Kozmetik,653.18,4,2612.72
7200,Alsoy,Erkek,59,Konya,3290.95,2023-11-18,P009,Kalem,Kırtasiye,1242.2,6,7453.200000000001
1577,Fetullah,Kadın,49,Bursa,4754.74,2024-03-03,P083,Telefon,Kozmetik,470.19,14,6582.66
1577,Fetullah,Kadın,49,Bursa,4754.74,2022-11-18,P050,Telefon,Kırtasiye,966.9,10,9669.0
1577,Fetullah,Kadın,49,Bursa,4754.74,2023-07-29,P043,Mouse,Kozmetik,900.03,16,14400.48
6502,Deniz,Erkek,22,Konya,810.8,2024-01-25,P082,Çanta,Elektronik,852.82,8,6822.56
6502,Deniz,Erkek,22,Konya,810.8,2023-06-20,P079,Fırın,Elektronik,1285.75,5,6428.75
5642,Şefiye,Erkek,25,Bursa,862.51,2023-02-25,P074,Mouse,Ev Aletleri,193.85,18,3489.3
3181,Özakan,Kadın,22,İzmir,1158.36,2024-07-07,P002,Klima,Kırtasiye,1236.68,6,7420.08
8812,Çıvgın,Kadın,62,Antalya,3346.5,2022-11-11,P071,Mouse,Giyim,546.26,6,3277.56
7704,Atalay,Kadın,64,Bursa,2432.26,2023-05-08,P037,Fırın,Ev Aletleri,976.12,5,4880.6
7704,Atalay,Kadın,64,Bursa,2432.26,2023-07-05,P013,Defter,Elektronik,888.23,8,7105.84
8893,Karaer,Erkek,45,Konya,860.42,2022-11-23,P036,Telefon,Giyim,974.85,4,3899.4
8893,Karaer,Erkek,45,Konya,860.42,2023-10-18,P028,Mouse,Kozmetik,651.34,3,1954.02
4723,Filit,Kadın,53,Adana,552.29,2023-02-13,P098,Telefon,Elektronik,1438.84,10,14388.4
4723,Filit,Kadın,53,Adana,552.29,2023-01-08,P083,Klima,Kırtasiye,219.88,17,3737.96
4723,Filit,Kadın,53,Adana,552.29,2024-10-20,P004,Kulaklık,Mutfak Ürünleri,135.37,16,2165.92
4723,Filit,Kadın,53,Adana,552.29,2024-07-19,P028,Bilgisayar,Ev Aletleri,990.42,1,990.42
7493,Acar,Kadın,48,Ankara,2375.89,2023-09-17,P090,Bilgisayar,Mutfak Ürünleri,1064.84,18,19167.12
8310,Meveddet,Erkek,35,Gaziantep,4328.88,2024-06-03,P002,Defter,Kozmetik,821.42,13,10678.46
8310,Meveddet,Erkek,35,Gaziantep,4328.88,2023-04-27,P030,Mouse,Giyim,414.48,5,2072.4
2865,Gözel,Kadın,52,Konya,1784.76,2023-12-06,P061,Bilgisayar,Elektronik,305.07,1,305.07
5378,Goncafer,Kadın,39,Ankara,4714.64,2024-01-14,P028,Çanta,Ev Aletleri,1338.24,15,20073.6
5378,Goncafer,Kadın,39,Ankara,4714.64,2023-01-18,P054,Telefon,Kırtasiye,1481.33,9,13331.97
5378,Goncafer,Kadın,39,Ankara,4714.64,2023-07-27,P030,Klima,Elektronik,894.29,1,894.29
1074,Temime,Kadın,58,Adana,3650.06,2024-01-09,P066,Mouse,Elektronik,1175.77,5,5878.85
3449,Ağbegim,Erkek,63,Konya,4637.15,2024-01-04,P065,Kalem,Giyim,80.14,18,1442.52
8457,Özkutlu,Erkek,19,Ankara,3884.34,2023-01-31,P052,Su Şişesi,Mutfak Ürünleri,1011.07,6,6066.42
4698,Behiza,Erkek,67,Konya,3465.28,2023-12-17,P096,Çanta,Giyim,229.58,10,2295.8
4698,Behiza,Erkek,67,Konya,3465.28,2023-02-09,P040,Fırın,Kırtasiye,718.52,13,9340.76
2964,Aytuna,Erkek,56,Konya,3541.24,2023-05-12,P004,Kulaklık,Mutfak Ürünleri,1037.01,2,2074.02
7813,Mansurali,Kadın,64,Konya,871.35,2023-11-12,P045,Telefon,Ev Aletleri,950.91,19,18067.29
5193,Denkel,Kadın,37,İzmir,2521.06,2023-01-07,P046,Su Şişesi,Elektronik,58.85,1,58.85
5193,Denkel,Kadın,37,İzmir,2521.06,2023-09-21,P090,Telefon,Elektronik,685.9,17,11660.3
9458,Serezli,Erkek,20,Gaziantep,239.09,2023-05-11,P050,Klima,Mutfak Ürünleri,222.15,7,1555.05
9458,Serezli,Erkek,20,Gaziantep,239.09,2023-03-26,P063,Kalem,Ev Aletleri,391.67,10,3916.7
1043,Okbay,Kadın,44,Ankara,2278.13,2023-01-30,P063,Çanta,Mutfak Ürünleri,585.09,19,11116.71
5366,Mecide,Kadın,38,Bursa,2589.46,2023-05-15,P010,Mouse,Kozmetik,1170.98,12,14051.76
4094,Mestur,Kadın,45,Ankara,3560.52,2023-10-20,P096,Su Şişesi,Kırtasiye,845.65,12,10147.8
1920,Alattin,Kadın,36,Ankara,2034.38,2023-02-13,P078,Su Şişesi,Kozmetik,1228.34,19,23338.46
9404,Gülşahin,Erkek,44,Antalya,3966.61,2024-01-09,P031,Klima,Kırtasiye,267.9,2,535.8
2182,Akdora,Kadın,25,Gaziantep,846.93,2023-02-04,P079,Kalem,Ev Aletleri,700.6,2,1401.2
2182,Akdora,Kadın,25,Gaziantep,846.93,2024-04-02,P091,Kalem,Kozmetik,963.38,17,16377.46
3424,Rabih,Kadın,32,Gaziantep,2559.0,2024-04-02,P021,Mouse,Ev Aletleri,714.16,19,13569.04
3962,Hezniye,Erkek,44,Gaziantep,2428.93,2024-05-31,P078,Kalem,Giyim,934.04,14,13076.56
2025,Arcan,Erkek,68,İzmir,4573.66,2023-06-11,P038,Kulaklık,Giyim,342.31,7,2396.17
1416,Kanpulat,Erkek,34,İzmir,3802.85,2024-06-23,P083,Bilgisayar,Mutfak Ürünleri,691.54,2,1383.08
1416,Kanpulat,Erkek,34,İzmir,3802.85,2024-08-01,P001,Mouse,Ev Aletleri,991.11,9,8919.99
1416,Kanpulat,Erkek,34,İzmir,3802.85,2023-11-28,P020,Klima,Ev Aletleri,39.17,10,391.7000000000001
3179,Hatem,Kadın,19,Konya,1722.82,2023-10-28,P018,Su Şişesi,Kırtasiye,972.19,13,12638.47
5303,Oguş,Kadın,68,Ankara,311.43,2024-03-10,P005,Telefon,Mutfak Ürünleri,1441.16,11,15852.76
5103,Bidayet,Erkek,43,Gaziantep,3129.0,2023-12-16,P077,Fırın,Ev Aletleri,923.07,1,923.07
7786,Nurtaç,Erkek,25,Konya,4331.38,2023-07-09,P016,Kulaklık,Kırtasiye,1255.73,13,16324.49
6500,Yıldız,Kadın,23,Antalya,1061.82,2024-04-21,P095,Kalem,Elektronik,992.7,19,18861.3
6124,Akınal,Kadın,44,Bursa,2528.93,2023-08-30,P061,Kulaklık,Mutfak Ürünleri,1245.91,6,7475.460000000001
6124,Akınal,Kadın,44,Bursa,2528.93,2024-08-05,P097,Fırın,Ev Aletleri,582.43,16,9318.88
1938,Sidki,Erkek,51,Adana,4090.34,2024-07-13,P093,Kulaklık,Kırtasiye,1165.1,8,9320.8
4204,Umman,Erkek,65,İzmir,950.98,2023-01-22,P036,Klima,Kırtasiye,678.6,1,678.6
3704,Burakhan,Kadın,26,Adana,708.42,2023-09-16,P005,Fırın,Mutfak Ürünleri,849.86,6,5099.16
3704,Burakhan,Kadın,26,Adana,708.42,2022-12-30,P017,Kulaklık,Elektronik,379.08,9,3411.72
3918,Rabih,Erkek,53,İstanbul,1389.9,2023-12-22,P083,Kalem,Elektronik,267.97,2,535.94
3918,Rabih,Erkek,53,İstanbul,1389.9,2024-07-30,P071,Çanta,Elektronik,162.69,18,2928.42
3918,Rabih,Erkek,53,İstanbul,1389.9,2024-05-07,P026,Telefon,Kırtasiye,727.18,11,7998.98
7478,Tanbay,Erkek,33,Adana,4439.23,2024-01-18,P010,Su Şişesi,Kozmetik,581.2,11,6393.200000000001
4820,Dilder,Erkek,55,İzmir,3185.89,2023-05-17,P020,Defter,Kırtasiye,83.89,14,1174.46
4820,Dilder,Erkek,55,İzmir,3185.89,2023-04-09,P094,Klima,Ev Aletleri,211.52,1,211.52
6671,Minibe,Erkek,59,Bursa,4095.91,2023-02-12,P035,Mouse,Giyim,528.21,8,4225.68
6671,Minibe,Erkek,59,Bursa,4095.91,2023-05-17,P074,Mouse,Mutfak Ürünleri,1299.52,12,15594.24
9073,Baba,Erkek,21,İstanbul,4696.17,2024-05-28,P040,Telefon,Giyim,94.74,12,1136.88
6184,Tayaydın,Erkek,65,Konya,1345.02,2023-06-19,P044,Kulaklık,Kırtasiye,286.33,14,4008.62
6184,Tayaydın,Erkek,65,Konya,1345.02,2024-06-10,P014,Kulaklık,Ev Aletleri,615.25,12,7383.0
5803,Ülfet,Erkek,63,İstanbul,2380.37,2024-06-09,P099,Su Şişesi,Kozmetik,311.42,2,622.84
8201,İlkim,Erkek,52,Antalya,1202.69,2024-02-02,P027,Telefon,Mutfak Ürünleri,323.98,17,5507.66
5888,Hekime,Kadın,22,Ankara,4426.7,2024-05-08,P013,Defter,Kırtasiye,435.71,15,6535.65
5888,Hekime,Kadın,22,Ankara,4426.7,2024-02-28,P028,Kalem,Mutfak Ürünleri,1453.68,18,25688.4525
8268,Özkent,Erkek,49,Adana,310.89,2024-04-05,P008,Su Şişesi,Kırtasiye,477.7,11,5254.7
8268,Özkent,Erkek,49,Adana,310.89,2024-07-01,P066,Defter,Mutfak Ürünleri,623.39,9,5610.51
8268,Özkent,Erkek,49,Adana,310.89,2023-04-09,P027,Kalem,Mutfak Ürünleri,431.36,12,5176.32
1786,Canseven,Kadın,34,Adana,4266.2,2024-04-01,P028,Kalem,Kırtasiye,27.32,6,163.92000000000002
6624,Tanır,Kadın,33,Ankara,4781.51,2023-09-13,P095,Fırın,Elektronik,742.37,4,2969.48
6624,Tanır,Kadın,33,Ankara,4781.51,2024-10-30,P036,Kulaklık,Kozmetik,1450.66,5,7253.3
4772,Tamaydın,Kadın,58,Ankara,2053.29,2023-06-21,P064,Kulaklık,Elektronik,601.75,8,4814.0
4772,Tamaydın,Kadın,58,Ankara,2053.29,2024-07-20,P070,Bilgisayar,Kozmetik,1152.59,3,3457.7699999999995
4772,Tamaydın,Kadın,58,Ankara,2053.29,2023-07-23,P092,Fırın,Mutfak Ürünleri,548.54,19,10422.259999999998
2438,Nurseda,Erkek,30,İzmir,4972.01,2024-09-16,P081,Su Şişesi,Giyim,790.09,4,3160.36
7184,Gülgüzel,Kadın,58,İstanbul,3274.18,2023-02-25,P050,Fırın,Elektronik,334.44,19,6354.36
8563,Aköz,Erkek,69,Ankara,2858.74,2024-02-03,P084,Çanta,Ev Aletleri,546.68,19,10386.919999999998
2327,Bilkay,Kadın,45,Gaziantep,786.31,2023-06-30,P058,Bilgisayar,Ev Aletleri,433.73,6,2602.38
3855,Kübran,Kadın,21,İstanbul,3553.79,2023-12-16,P042,Kalem,Giyim,1254.71,14,17565.940000000002
3235,Türkmen,Kadın,31,Ankara,1616.83,2023-12-29,P100,Telefon,Kırtasiye,1121.6,14,15702.399999999998
9960,Rayla,Erkek,63,Gaziantep,1238.69,2022-12-12,P038,Defter,Giyim,915.07,19,17386.33
7037,Oğurata,Kadın,60,Antalya,1601.6,2023-09-29,P075,Kulaklık,Mutfak Ürünleri,719.09,9,6471.81
8926,Özay,Kadın,69,Gaziantep,1986.47,2023-08-03,P063,Mouse,Giyim,329.88,6,1979.28
5700,Ürper,Erkek,45,Konya,1490.55,2024-06-04,P041,Su Şişesi,Giyim,18.41,15,276.15
1740,Denkel,Erkek,40,Konya,4615.4,2023-02-19,P046,Defter,Giyim,256.08,13,3329.04
1740,Denkel,Erkek,40,Konya,4615.4,2023-09-13,P021,Kulaklık,Giyim,1229.23,15,18438.45
5808,Şerman,Erkek,52,Gaziantep,955.5,2023-10-28,P083,Su Şişesi,Elektronik,833.0,4,3332.0
9670,Muratcan,Erkek,34,Gaziantep,4690.69,2024-06-02,P062,Kulaklık,Kozmetik,860.87,19,16356.53
7407,Oliver,Kadın,55,Antalya,4024.07,2023-08-24,P100,Telefon,Mutfak Ürünleri,1132.15,13,14717.95
2406,Örik,Erkek,57,Gaziantep,2555.3,2023-08-01,P070,Kulaklık,Ev Aletleri,111.23,8,889.84
7082,Ömür,Kadın,29,Ankara,2149.31,2023-07-14,P049,Bilgisayar,Ev Aletleri,698.46,17,11873.82
7082,Ömür,Kadın,29,Ankara,2149.31,2023-01-09,P042,Kalem,Ev Aletleri,468.55,18,8433.9
7082,Ömür,Kadın,29,Ankara,2149.31,2023-12-15,P004,Çanta,Kozmetik,1015.67,8,8125.36
7082,Ömür,Kadın,29,Ankara,2149.31,2023-02-20,P022,Kalem,Giyim,866.24,8,6929.92
3933,Karakucak,Kadın,20,Konya,361.41,2024-09-08,P069,Defter,Elektronik,703.97,3,2111.91
3933,Karakucak,Kadın,20,Konya,361.41,2024-04-05,P090,Çanta,Ev Aletleri,1172.44,11,12896.84
3795,Nural,Kadın,43,Konya,3213.85,2023-02-21,P063,Kalem,Kozmetik,52.71,12,632.52
3795,Nural,Kadın,43,Konya,3213.85,2023-06-03,P023,Çanta,Kozmetik,1184.05,17,20128.85
3795,Nural,Kadın,43,Konya,3213.85,2023-11-15,P098,Klima,Mutfak Ürünleri,1389.59,13,18064.67
3795,Nural,Kadın,43,Konya,3213.85,2023-03-04,P022,Su Şişesi,Kozmetik,91.03,4,364.12
3795,Nural,Kadın,43,Konya,3213.85,2023-03-21,P036,Su Şişesi,Ev Aletleri,166.75,6,1000.5
7594,Rohat,Kadın,42,Gaziantep,669.56,2023-04-29,P008,Kulaklık,Kırtasiye,1429.87,8,11438.96
7594,Rohat,Kadın,42,Gaziantep,669.56,2024-06-20,P045,Klima,Kırtasiye,1199.01,13,15587.13
7594,Rohat,Kadın,42,Gaziantep,669.56,2024-09-11,P086,Su Şişesi,Ev Aletleri,1185.0,2,2370.0
7594,Rohat,Kadın,42,Gaziantep,669.56,2023-02-17,P070,Kulaklık,Mutfak Ürünleri,122.04,5,610.2
5349,Tüzeer,Erkek,40,İzmir,4688.51,2024-04-25,P093,Telefon,Ev Aletleri,1483.23,1,1483.23
5349,Tüzeer,Erkek,40,İzmir,4688.51,2023-03-05,P038,Klima,Giyim,1129.44,8,9035.52
2872,Şahıgül,Erkek,37,Gaziantep,2027.45,2023-08-04,P098,Fırın,Kırtasiye,363.66,8,2909.28
2872,Şahıgül,Erkek,37,Gaziantep,2027.45,2023-07-21,P029,Mouse,Giyim,789.57,3,2368.71
9372,Tanpınar,Kadın,52,İzmir,2709.53,2023-12-19,P088,Çanta,Kırtasiye,507.12,18,9128.16
9372,Tanpınar,Kadın,52,İzmir,2709.53,2023-11-12,P066,Su Şişesi,Mutfak Ürünleri,1273.58,6,7641.48
8368,İlkbahar,Kadın,46,İzmir,831.38,2023-05-11,P062,Defter,Kırtasiye,165.8,8,1326.4
8368,İlkbahar,Kadın,46,İzmir,831.38,2023-01-27,P055,Kulaklık,Mutfak Ürünleri,416.7,8,3333.6
1040,Abdürreşit,Kadın,26,Ankara,3192.47,2022-11-29,P010,Telefon,Mutfak Ürünleri,1168.63,11,12854.93
2818,Güverçin,Erkek,31,Gaziantep,3035.29,2023-02-12,P097,Fırın,Mutfak Ürünleri,976.73,11,10744.03
2818,Güverçin,Erkek,31,Gaziantep,3035.29,2024-03-09,P065,Klima,Ev Aletleri,474.55,7,3321.85
2818,Güverçin,Erkek,31,Gaziantep,3035.29,2023-03-09,P053,Mouse,Elektronik,939.11,18,16903.98
2818,Güverçin,Erkek,31,Gaziantep,3035.29,2023-07-05,P009,Mouse,Mutfak Ürünleri,152.43,1,152.43
2818,Güverçin,Erkek,31,Gaziantep,3035.29,2023-07-27,P027,Kulaklık,Mutfak Ürünleri,728.36,16,11653.76
4212,Tutkucan,Kadın,54,İstanbul,3610.27,2024-05-24,P052,Kulaklık,Mutfak Ürünleri,316.37,6,1898.22
2720,Belgizar,Erkek,61,İzmir,687.0,2024-02-01,P078,Kulaklık,Kırtasiye,146.38,19,2781.22
5047,Asiman,Kadın,28,Bursa,2627.33,2024-02-15,P049,Telefon,Ev Aletleri,1373.19,18,24717.42
5047,Asiman,Kadın,28,Bursa,2627.33,2024-10-29,P061,Defter,Ev Aletleri,175.86,6,1055.16
9727,Hekime,Kadın,33,Ankara,839.13,2023-04-30,P038,Klima,Kozmetik,1021.67,2,2043.34
9727,Hekime,Kadın,33,Ankara,839.13,2023-03-15,P097,Su Şişesi,Mutfak Ürünleri,694.16,4,2776.64
9727,Hekime,Kadın,33,Ankara,839.13,2023-12-27,P004,Defter,Ev Aletleri,179.58,16,2873.28
6596,Mansurali,Kadın,28,Bursa,4904.5,2023-04-11,P035,Telefon,Mutfak Ürünleri,108.47,1,108.47
6596,Mansurali,Kadın,28,Bursa,4904.5,2024-06-03,P016,Bilgisayar,Ev Aletleri,177.57,9,1598.13
6913,Ahter,Kadın,68,Gaziantep,2036.26,2022-11-10,P083,Defter,Kırtasiye,1294.14,14,18117.960000000003
3477,Şuayp,Erkek,48,Gaziantep,1215.76,2022-12-11,P048,Klima,Kırtasiye,471.31,3,1413.93
3477,Şuayp,Erkek,48,Gaziantep,1215.76,2022-11-13,P047,Kulaklık,Elektronik,87.93,7,615.51
1610,Erik,Erkek,59,İzmir,4968.18,2023-04-08,P021,Çanta,Kozmetik,826.69,5,4133.450000000001
8590,Güçlüer,Erkek,64,Ankara,3337.27,2024-08-01,P035,Mouse,Elektronik,774.31,17,13163.27
8590,Güçlüer,Erkek,64,Ankara,3337.27,2023-11-16,P094,Bilgisayar,Mutfak Ürünleri,1252.61,6,7515.66
8590,Güçlüer,Erkek,64,Ankara,3337.27,2023-06-14,P066,Defter,Kırtasiye,510.91,11,5620.01
9363,Şahat,Kadın,29,Adana,3402.42,2023-01-20,P095,Bilgisayar,Kozmetik,1187.65,5,5938.25
9363,Şahat,Kadın,29,Adana,3402.42,2023-12-09,P032,Klima,Ev Aletleri,637.17,6,3823.02
8937,Gürsal,Kadın,39,Ankara,3513.64,2024-10-07,P064,Mouse,Kırtasiye,674.62,10,6746.2
2514,Müret,Erkek,49,Bursa,2432.79,2023-10-18,P024,Defter,Kozmetik,646.23,1,646.23
2514,Müret,Erkek,49,Bursa,2432.79,2023-11-15,P037,Kalem,Kırtasiye,123.26,4,493.04
1605,Sunel,Erkek,34,Gaziantep,536.95,2023-10-27,P023,Kulaklık,Giyim,512.56,19,9738.64
4114,Akalan,Erkek,64,İstanbul,3781.01,2023-07-01,P028,Kulaklık,Kozmetik,1030.36,15,15455.399999999998
4114,Akalan,Erkek,64,İstanbul,3781.01,2024-06-11,P055,Mouse,Mutfak Ürünleri,984.34,3,2953.02
3311,Fidaye,Erkek,69,Konya,506.69,2024-06-06,P020,Kulaklık,Giyim,1426.13,6,8556.78
3311,Fidaye,Erkek,69,Konya,506.69,2024-01-05,P054,Kulaklık,Elektronik,1490.59,18,25688.4525
3189,Lezize,Kadın,26,Ankara,4099.32,2024-09-27,P061,Çanta,Mutfak Ürünleri,1486.3,18,25688.4525
3954,Belgizar,Erkek,42,Konya,2105.36,2023-06-17,P054,Bilgisayar,Mutfak Ürünleri,1321.88,4,5287.52
9400,Acarkan,Erkek,36,Antalya,2353.43,2024-10-10,P030,Telefon,Giyim,143.87,10,1438.7
4947,Server,Erkek,46,Bursa,4125.78,2023-09-29,P068,Çanta,Kozmetik,754.17,12,9050.04
4947,Server,Erkek,46,Bursa,4125.78,2024-04-21,P088,Kalem,Mutfak Ürünleri,793.81,17,13494.77
4947,Server,Erkek,46,Bursa,4125.78,2024-02-17,P024,Telefon,Giyim,713.19,18,12837.420000000002
1132,Gül,Erkek,47,İzmir,2222.37,2024-10-05,P064,Fırın,Elektronik,1473.39,6,8840.34
9318,Fügen,Erkek,25,İstanbul,2583.33,2024-03-04,P041,Mouse,Kozmetik,1282.64,8,10261.12
9318,Fügen,Erkek,25,İstanbul,2583.33,2024-03-22,P029,Mouse,Kozmetik,677.85,8,5422.8
8049,Öztürk,Kadın,20,İzmir,2722.05,2024-05-02,P011,Çanta,Kozmetik,193.43,1,193.43
8049,Öztürk,Kadın,20,İzmir,2722.05,2022-12-16,P058,Fırın,Mutfak Ürünleri,386.73,3,1160.19
8049,Öztürk,Kadın,20,İzmir,2722.05,2023-06-02,P039,Su Şişesi,Giyim,18.56,11,204.16
8049,Öztürk,Kadın,20,İzmir,2722.05,2023-08-28,P050,Kalem,Giyim,798.78,3,2396.34
